Anim	Standing	Active	Lying	%HeadDown	DFL1	DFL2	DFL3	DFA12	DFA123	DBL1	DBL2	DBL3	DBA12	DBA123	X_Act	Y_Act	Steps	distance(m)	VarXY	DiffXY	MeanXY	prev_Active1	prev_Active2	prev_Active3	prev_Standing1	prev_Standing2	prev_Standing3	prev_Lying1	prev_Lying2	prev_Lying3	prev_steps1	prev_steps2	prev_steps3	prev_headdown1	prev_headdown2	prev_headdown3	Activity
a1	0.9522	0.0478	0	5	169.5	174.7	19	203.4	396.1	202.3	2.7	37.8	401.9	441.5	16	10	7	2.83	4.242640687119285	6	13	0.2062	0.5618	0.5962	0.7938	0.4382	0.4038	0	0	0	53	150	151	5	19	10	R
a8	0.0024	0.0016	0.996	9	175.2	57.4	167	378.2	551.9	164.1	160	176.1	181.9	203.6	33	16	0	8.37	12.020815280171307	17	24.5	0.1926	0.0712	0.5686	0.484	0.9288	0.4314	0.3234	0	0	54	17	155	55	31	19	R
a1	0.0796	0.0208	0.8996	1	162.7	58.3	1.8	374.7	431.3	180.7	163.6	214.3	199.9	251	18	6	4	6.18	8.48528137423857	12	12	0.0478	0.2062	0.5618	0.9522	0.7938	0.4382	0	0	0	7	53	150	5	5	19	R
a8	0	0.0038	0.9962	0	169.4	6.7	75.2	344.7	415.7	67.2	143.3	171	228.1	269.2	0	0	1	6.9	0	0	0	0.0016	0.1926	0.0712	0.0024	0.484	0.9288	0.996	0.3234	0	0	54	17	9	55	31	R
a8	0	0	1	0	12.8	47.8	149.7	72.3	243.4	27.6	13.1	184.3	42.2	231.9	2	0	0	8.74	1.4142135623730951	2	1	0.0038	0.0016	0.1926	0	0.0024	0.484	0.9962	0.996	0.3234	1	0	54	0	9	55	R
a8	0	0	1	0	161.8	192	171.5	248.9	343.8	4	164.9	149.1	170.6	242.2	0	0	0	7.55	0	0	0	0	0.0038	0.0016	0	0	0.0024	1	0.9962	0.996	0	1	0	0	0	9	R
a8	0.0012	0.002	0.9966	0	147.4	155.7	31.6	178	353.3	25.9	163	149.4	212.3	259.4	0	0	0	6.37	0	0	0	0	0	0.0038	0	0	0	1	1	0.9962	0	0	1	0	0	0	R
a1	0.9312	0.0688	0	0	164.7	41.6	166.6	336.6	528.5	56	65.8	8.2	67.8	140.8	18	2	15	5.15	11.31370849898476	16	10	0.0208	0.0478	0.2062	0.0796	0.9522	0.7938	0.8996	0	0	4	7	53	1	5	5	G
a1	0.7348	0.2652	0	27	164	184.4	24.9	184.5	368.6	146.2	172.9	68	175.6	362.8	30	39	62	21.94	6.363961030678928	9	34.5	0.0688	0.0208	0.0478	0.9312	0.0796	0.9522	0	0.8996	0	15	4	7	0	1	5	G
a8	0.0024	0.0044	0.9928	0	84.6	172.1	174.3	244.2	246.4	48	186.2	186.3	277.9	301.6	16	0	0	15.24	11.31370849898476	16	8	0.002	0	0	0.0012	0	0	0.9966	1	1	0	0	0	0	0	0	R
a1	0.7856	0.2144	0	46	21.1	16.8	180.8	53	231.2	197.9	210.9	199.3	237.5	270	68	77	50	39.37	6.363961030678928	9	72.5	0.2652	0.0688	0.0208	0.7348	0.9312	0.0796	0	0	0.8996	62	15	4	27	0	1	G
a8	0.0012	8e-4	0.998	0	179.3	185.8	189.7	186	216.7	132.8	210.7	171.2	234.9	326.4	0	0	0	3.56	0	0	0	0.0044	0.002	0	0.0024	0.0012	0	0.9928	0.9966	1	0	0	0	0	0	0	R
a1	0.915	0.085	0	30	104.7	63.8	166.8	166.7	318.1	210.9	206.1	63	216.2	386.2	66	66	18	3.68	0	0	66	0.2144	0.2652	0.0688	0.7856	0.7348	0.9312	0	0	0	50	62	15	46	27	0	G
a8	0.0024	0.004	0.9932	0	151.4	168.5	207.1	204.2	295.7	156.4	5	57.8	307.9	369.9	9	2	0	3.64	4.949747468305833	7	5.5	8e-4	0.0044	0.002	0.0012	0.0024	0.0012	0.998	0.9928	0.9966	0	0	0	0	0	0	R
a8	0.6982	0.2226	0.0792	15	171.5	127.5	176.3	236.8	285.6	159.9	155.5	140.5	167.9	208.3	16	24	55	33.74	5.656854249492381	8	20	0.004	8e-4	0.0044	0.0024	0.0012	0.0024	0.9932	0.998	0.9928	0	0	0	0	0	0	G
a1	0.8566	0.1434	0	27	192.7	166.9	20.5	221.1	389.8	30.1	185.7	167.3	185.7	218.2	46	67	35	8.16	14.849242404917495	21	56.5	0.085	0.2144	0.2652	0.915	0.7856	0.7348	0	0	0	18	50	62	30	46	27	G
a1	0.863	0.137	0	19	187.2	157.7	68	216.6	362.8	184.5	63.1	180	376.4	493.6	99	56	31	22.31	30.405591591021544	43	77.5	0.1434	0.085	0.2144	0.8566	0.915	0.7856	0	0	0	35	18	50	27	30	46	G
a8	0.8046	0.1954	0	39	23.9	167.6	154	198.5	217.5	158.4	150.2	146.2	173	179.6	60	36	47	17.51	16.97056274847714	24	48	0.2226	0.004	8e-4	0.6982	0.0024	0.0012	0.0792	0.9932	0.998	55	0	0	15	0	0	G
a8	0.8042	0.1958	0	47	201.2	13.5	154.4	391.7	537.4	168.6	89.1	170.9	292.9	417.2	72	44	46	31.67	19.79898987322333	28	58	0.1954	0.2226	0.004	0.8046	0.6982	0.0024	0	0.0792	0.9932	47	55	0	39	15	0	G
a1	0.8972	0.1028	0	3	182.8	46.9	167.1	383.5	569.3	203.2	209.3	172.9	213.9	274.6	59	15	25	9.27	31.11269837220809	44	37	0.137	0.1434	0.085	0.863	0.8566	0.915	0	0	0	31	35	18	19	27	30	G
a1	0.9154	0.0846	0	7	37.8	8.5	81.4	69.4	142.5	170.4	81.7	190.2	326.7	522.2	120	13	20	4.91	75.66042558696059	107	66.5	0.1028	0.137	0.1434	0.8972	0.863	0.8566	0	0	0	25	31	35	3	19	27	G
a8	0.9278	0.0722	0	45	73.2	76.6	72.9	76.8	80.6	31.6	8.5	165	69.4	239.8	103	63	16	4.86	28.284271247461906	40	83	0.1958	0.1954	0.2226	0.8042	0.8046	0.6982	0	0	0.0792	46	47	55	47	39	15	G
a1	0.6922	0.3078	0	27	52	197.2	215.4	264.9	283.1	52.7	31.4	1.1	74.1	105.2	86	34	73	30.22	36.76955262170047	52	60	0.0846	0.1028	0.137	0.9154	0.8972	0.863	0	0	0	20	25	31	7	3	19	G
a8	0.6916	0.3084	0	89	203.9	213.1	181.3	232.9	269.4	41.4	184.7	25.7	226.7	401	92	34	78	19.51	41.012193308819754	58	63	0.0722	0.1958	0.1954	0.9278	0.8042	0.8046	0	0	0	16	46	47	45	47	39	G
a8	0.7818	0.2182	0	32	141.8	177.3	9.2	189.4	365.4	143.2	133.9	148.5	232.8	327.8	51	73	55	57.42	15.556349186104043	22	62	0.3084	0.0722	0.1958	0.6916	0.9278	0.8042	0	0	0	78	16	46	89	45	47	R
a1	0.749	0.251	0	7	130	192.1	37	205	411.6	5.1	149.1	131.6	149.7	245.8	52	28	61	54.2	16.97056274847714	24	40	0.3078	0.0846	0.1028	0.6922	0.9154	0.8972	0	0	0	73	20	25	27	7	3	R
a1	0.9138	0.0862	0	0	43.2	175.7	147.8	235.4	291.4	168.8	192.2	167	199.6	271.8	14	6	18	5.05	5.656854249492381	8	10	0.251	0.3078	0.0846	0.749	0.6922	0.9154	0	0	0	61	73	20	7	27	7	W
a8	0.0474	0.0788	0.8738	0	43	202.9	36.7	257.2	485.9	169.2	160.7	91.6	201.4	420	8	0	21	4.73	5.656854249492381	8	4	0.2182	0.3084	0.0722	0.7818	0.6916	0.9278	0	0	0	55	78	16	32	89	45	W
a1	0.082	0.918	0	5	95	223.6	20.3	293.2	502.1	234.9	97.5	9.7	409.4	513.4	155	16	245	96.75	98.2878425849301	139	85.5	0.0862	0.251	0.3078	0.9138	0.749	0.6922	0	0	0	18	61	73	0	7	27	W
a8	0.0934	0.9066	0	5	74.1	97.6	94.3	98	101.8	7.7	273	92.7	283	488	56	8	249	84.27	33.94112549695428	48	32	0.0788	0.2182	0.3084	0.0474	0.7818	0.6916	0.8738	0	0	21	55	78	0	32	89	W
a1	0.1988	0.8012	0	11	198.1	101.9	93.1	407	423.8	95	186.4	12.2	330	504.4	112	147	209	95.24	24.748737341529164	35	129.5	0.918	0.0862	0.251	0.082	0.9138	0.749	0	0	0	245	18	61	5	0	7	W
a8	0.218	0.782	0	9	197.2	160	87.1	234.4	405.6	202.2	209.4	203.2	280.4	288.6	152	28	209	77.74	87.68124086713189	124	90	0.9066	0.0788	0.2182	0.0934	0.0474	0.7818	0	0.8738	0	249	21	55	5	0	32	W
a1	0.207	0.793	0	15	174.3	20.1	25.7	359.5	401	22.2	174.4	8.3	215.2	393.9	183	35	208	19.53	104.65180361560904	148	109	0.8012	0.918	0.0862	0.1988	0.082	0.9138	0	0	0	209	245	18	11	5	0	W
a8	0.1028	0.8972	0	18	28.3	180	28.5	187.6	346.7	24.2	28.6	195.4	31.8	203	143	64	243	0.92	55.86143571373726	79	103.5	0.782	0.9066	0.0788	0.218	0.0934	0.0474	0	0	0.8738	209	249	21	9	5	0	W
a1	0.0514	0.9486	0	23	166.6	9.5	121.5	323.8	443.2	160.5	53.7	49.1	329.7	334.3	3	37	244	123.88	24.041630560342615	34	20	0.793	0.8012	0.918	0.207	0.1988	0.082	0	0	0	208	209	245	15	11	5	W
a8	0.0658	0.9342	0	14	104	234.8	9.7	278.4	513.4	192.5	241.3	130.9	242.2	418.8	116	54	266	98.09	43.840620433565945	62	85	0.8972	0.782	0.9066	0.1028	0.218	0.0934	0	0	0	243	209	249	18	9	5	W
a8	0.1612	0.8388	0	17	203.4	188.4	192	230.2	241.8	125.4	8	22.5	258.5	273.4	125	74	221	146.72	36.06244584051392	51	99.5	0.9342	0.8972	0.782	0.0658	0.1028	0.218	0	0	0	266	243	209	14	18	9	W
a15	0.4796	0.5204	0	65	215.4	218.6	177.3	218.8	330.9	69.9	172.9	180.6	253.3	274	76	66	140	113.9	7.0710678118654755	10	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G
a3	0.541	0.459	0	47	170.2	170.8	6.9	171	347.6	172.9	172.3	215.5	173.4	285.5	61	89	115	109.2	19.79898987322333	28	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G
a15	0.9204	0.0796	0	94	22.9	193.7	230.2	216.4	355	21.3	183.6	175.3	183.6	254.5	105	24	17	6.81	57.27564927611035	81	64.5	0.5204	0	0	0.4796	0	0	0	0	0	140	0	0	65	0	0	G
a3	0.892	0.108	0	60	175.3	29.7	45.9	373.2	442.2	30.6	155.7	180.7	178	203.9	98	41	24	6.34	40.30508652763321	57	69.5	0.459	0	0	0.541	0	0	0	0	0	115	0	0	47	0	0	G
a15	0.933	0.067	0	82	12.9	197.5	183.6	214.7	291.1	174	23.1	171	335.3	501.2	73	151	15	12.03	55.154328932550705	78	112	0.0796	0.5204	0	0.9204	0.4796	0	0	0	0	17	140	0	94	65	0	G
a3	0.946	0.054	0	81	52.2	12	52	101.5	150	169.2	154.7	146.2	189.4	227.8	141	59	11	4.5	57.982756057296896	82	100	0.108	0.459	0	0.892	0.541	0	0	0	0	24	115	0	60	47	0	G
a3	0.9546	0.0438	0.0016	93	159.3	162.4	221.3	173	251.8	20.9	161.2	164.6	183.3	216.5	123	12	9	5.68	78.48885271170677	111	67.5	0.054	0.108	0.459	0.946	0.892	0.541	0	0	0	11	24	115	81	60	47	G
a15	0.9252	0.0748	0	77	165.4	167	53.4	170.5	336.6	34.3	59.3	15.2	127	175.5	124	34	13	1.87	63.63961030678928	90	79	0.067	0.0796	0.5204	0.933	0.9204	0.4796	0	0	0	15	17	140	82	94	65	G
a15	0.9442	0.0558	0	88	173.6	168.3	61.4	250.1	414.5	18.1	56	19.7	80	123.3	71	6	13	7.91	45.96194077712559	65	38.5	0.0748	0.067	0.0796	0.9252	0.933	0.9204	0	0	0	13	15	17	77	82	94	G
a3	0.9474	0.0526	0	91	156.6	18.7	231.7	316	554.5	16.8	63.7	9.9	96.4	155.8	76	44	11	4.05	22.62741699796952	32	60	0.0438	0.054	0.108	0.9546	0.946	0.892	0.0016	0	0	9	11	24	93	81	60	G
a15	0.9438	0.0562	0	78	63.4	16.1	62.1	119.6	173.2	43.3	62.1	168.5	83.3	254	122	20	11	4.63	72.12489168102785	102	71	0.0558	0.0748	0.067	0.9442	0.9252	0.933	0	0	0	13	13	15	88	77	82	G
a3	0.9396	0.0604	0	79	160.5	12.1	5.5	312.4	329	9.8	172.1	33.8	178.7	371.9	144	23	12	3.76	85.55992052357225	121	83.5	0.0526	0.0438	0.054	0.9474	0.9546	0.946	0	0.0016	0	11	9	11	91	93	81	G
a15	0.8492	0.1508	0	81	6.7	21.2	146.2	21.2	179.6	11.3	8.6	80.2	21.1	99.6	158	26	34	17.62	93.33809511662427	132	92	0.0562	0.0558	0.0748	0.9438	0.9442	0.9252	0	0	0	11	13	13	78	88	77	G
a3	0.8796	0.1204	0	65	71.8	33.8	33.8	135.9	170.5	2.5	75.4	208.4	75.4	271.2	246	54	26	12.42	135.7645019878171	192	150	0.0604	0.0526	0.0438	0.9396	0.9474	0.9546	0	0	0.0016	12	11	9	79	91	93	G
a3	0.8072	0.1928	0	40	37.3	15.4	11	59.8	70.6	24.2	211.8	5.1	217.3	427.5	138	41	42	16.28	68.58935777509511	97	89.5	0.1204	0.0604	0.0526	0.8796	0.9396	0.9474	0	0	0	26	12	11	65	79	91	G
a15	0.8422	0.1578	0	69	175.3	38.1	149.9	385.1	570.2	41.3	64.7	182.9	77	252.8	100	60	35	13.53	28.284271247461906	40	80	0.1508	0.0562	0.0558	0.8492	0.9438	0.9442	0	0	0	34	11	13	81	78	88	G
a15	0.8978	0.1022	0	47	10.8	17.7	179.9	22.1	184.4	22.5	15.4	30.7	59.8	84	118	61	22	16.24	40.30508652763321	57	89.5	0.1578	0.1508	0.0562	0.8422	0.8492	0.9438	0	0	0	35	34	11	69	81	78	G
a3	0.959	0.041	0	49	183.8	182	168.4	229	242.9	178.8	83.6	30.2	357	410.7	132	76	9	6.57	39.59797974644666	56	104	0.1928	0.1204	0.0604	0.8072	0.8796	0.9396	0	0	0	42	26	12	40	65	79	G
a3	0.9514	0.0486	0	47	89.9	87.9	178.4	91.9	261.5	13.1	24.5	173.9	25.6	179.9	78	165	11	3.16	61.518289963229634	87	121.5	0.041	0.1928	0.1204	0.959	0.8072	0.8796	0	0	0	9	42	26	49	40	65	G
a15	0.905	0.095	0	37	83.3	185.2	1046.5	256.2	1460.5	12.6	83.7	179.5	88.3	258.4	106	41	20	0.45	45.96194077712559	65	73.5	0.1022	0.1578	0.1508	0.8978	0.8422	0.8492	0	0	0	22	35	34	47	69	81	G
a3	0.9296	0.0704	0	52	91	88.3	148.1	98.6	266.4	89.8	170.7	87.9	262.3	426.1	129	72	15	4.57	40.30508652763321	57	100.5	0.0486	0.041	0.1928	0.9514	0.959	0.8072	0	0	0	11	9	42	47	49	40	G
a15	0.8834	0.1166	0	31	81.2	84.6	14.3	84.6	162.1	20.1	88	185	107.9	272.5	142	45	25	2.1	68.58935777509511	97	93.5	0.095	0.1022	0.1578	0.905	0.8978	0.8422	0	0	0	20	22	35	37	47	69	G
a15	0.8984	0.1016	0	18	95	182.9	87.9	281	461.9	87.1	192	191.7	248.9	252.9	49	17	19	7.52	22.62741699796952	32	33	0.1166	0.095	0.1022	0.8834	0.905	0.8978	0	0	0	25	20	22	31	37	47	G
a3	0.8414	0.1586	0	47	174.8	34.3	184.9	381.5	600.2	87.1	174.7	17.1	262.7	423.5	118	82	38	1.51	25.45584412271571	36	100	0.0704	0.0486	0.041	0.9296	0.9514	0.959	0	0	0	15	11	9	52	47	49	G
a3	0.876	0.124	0	21	204.8	220.1	270.8	221.8	328.1	195.4	44	45	346.9	374.3	156	57	28	29	70.0035713374682	99	106.5	0.1586	0.0704	0.0486	0.8414	0.9296	0.9514	0	0	0	38	15	11	47	52	47	G
a15	0.9166	0.0834	0	59	50.5	93.3	199	122.1	288.7	56	85.2	57.6	113.7	157.3	124	65	16	7.65	41.71930009000631	59	94.5	0.1016	0.1166	0.095	0.8984	0.8834	0.905	0	0	0	19	25	20	18	31	37	G
a15	0.9436	0.0564	0	40	35	212.5	198.3	223.7	241.7	195.5	89.1	197	358	523.1	76	30	13	3.01	32.526911934581186	46	53	0.0834	0.1016	0.1166	0.9166	0.8984	0.8834	0	0	0	16	19	25	59	18	31	G
a3	0.9252	0.0748	0	35	202.3	37.6	33	371.8	405.7	199.6	221.4	216.7	239.2	257.5	172	63	16	2.84	77.07463914933368	109	117.5	0.124	0.1586	0.0704	0.876	0.8414	0.9296	0	0	0	28	38	15	21	47	52	G
a15	0.9242	0.0758	0	50	192.8	42.1	87.7	379.4	425.1	91.3	55	189.6	147.4	291.1	81	65	15	7.16	11.31370849898476	16	73	0.0564	0.0834	0.1016	0.9436	0.9166	0.8984	0	0	0	13	16	19	40	59	18	G
a3	0.954	0.046	0	62	19.3	36.4	91.2	46.4	134	89.8	21	209.4	158.9	356.8	148	47	10	6.26	71.4177848998413	101	97.5	0.0748	0.124	0.1586	0.9252	0.876	0.8414	0	0	0	16	28	38	35	21	47	G
a15	0.8098	0.1902	0	58	197.2	261.3	194.2	323.7	440.8	24	236.1	208.6	263.7	333.1	119	74	42	23.17	31.81980515339464	45	96.5	0.0758	0.0564	0.0834	0.9242	0.9436	0.9166	0	0	0	15	13	16	50	40	59	G
a3	0.804	0.196	0	43	184.1	198.9	21.2	206	410.7	20.5	184.4	42.8	184.5	330.7	179	73	46	21.8	74.95331880577403	106	126	0.046	0.0748	0.124	0.954	0.9252	0.876	0	0	0	10	16	28	62	35	21	G
a3	0.9142	0.0858	0	78	32	24	54.1	77.9	150.4	196.6	187.6	15.6	209.6	394.7	99	149	16	18.12	35.35533905932738	50	124	0.196	0.046	0.0748	0.804	0.954	0.9252	0	0	0	46	10	16	43	62	35	G
a15	0.9024	0.0976	0	90	37.7	160.5	37.8	180	306.6	189.6	168.3	35.1	214.3	399.3	136	40	22	13.39	67.88225099390856	96	88	0.1902	0.0758	0.0564	0.8098	0.9242	0.9436	0	0	0	42	15	13	58	50	40	G
a3	0.9528	0.0472	0	58	45.7	176.6	169	215.2	231.8	186.6	42.1	49.4	379.4	470.7	164	29	9	7.09	95.45941546018392	135	96.5	0.0858	0.196	0.046	0.9142	0.804	0.954	0	0	0	16	46	10	78	43	62	G
a15	0.9266	0.0734	0	81	47	167.9	13.6	214.9	370	180	179.1	183.2	184.3	254	87	38	15	5.31	34.64823227814083	49	62.5	0.0976	0.1902	0.0758	0.9024	0.8098	0.9242	0	0	0	22	42	15	90	58	50	G
a15	0.8658	0.1342	0	95	181.5	40	16.5	324.4	349.6	40.6	201.3	207.8	246.8	323.2	101	28	29	11.85	51.61879502661797	73	64.5	0.0734	0.0976	0.1902	0.9266	0.9024	0.8098	0	0	0	15	22	42	81	90	58	G
a3	0.9536	0.0464	0	85	21.5	15.4	192.1	27.5	220.7	172.4	45.4	52.4	340.9	348	75	9	9	3.82	46.66904755831214	66	42	0.0472	0.0858	0.196	0.9528	0.9142	0.804	0	0	0	9	16	46	58	78	43	G
a15	0.7966	0.2034	0	47	212	6.1	58.8	418.3	479.2	48.8	56.8	176.3	114.1	285.6	106	59	51	33.48	33.23401871576773	47	82.5	0.1342	0.0734	0.0976	0.8658	0.9266	0.9024	0	0	0	29	15	22	95	81	90	R
a3	0.9602	0.0398	0	79	11.7	28.2	49.7	44.3	103.7	35.2	45.6	179.3	107.5	281.1	156	26	9	4.13	91.92388155425118	130	91	0.0464	0.0472	0.0858	0.9536	0.9528	0.9142	0	0	0	9	9	16	85	58	78	G
a15	0.9646	0.0354	0	4	70.2	10	16	130.9	141.6	199.7	223.5	200.3	312.6	439.6	19	4	8	9.42	10.606601717798211	15	11.5	0.2034	0.1342	0.0734	0.7966	0.8658	0.9266	0	0	0	51	29	15	47	95	81	R
a3	0.959	0.041	0	57	48.5	48.6	15.2	141.2	175.5	197.7	198.8	48.4	241.6	450.2	146	23	9	1.95	86.97413408594535	123	84.5	0.0398	0.0464	0.0472	0.9602	0.9536	0.9528	0	0	0	9	9	9	79	85	58	G
a15	0.8288	0.1712	0	59	63.4	82.6	193.9	89.6	249.8	18.6	195.7	209.8	208.4	319.1	82	21	41	20.85	43.1335136523794	61	51.5	0.0354	0.2034	0.1342	0.9646	0.7966	0.8658	0	0	0	8	51	29	4	47	95	G
a3	0.9406	0.0594	0	53	155.7	185.7	27.5	185.7	378.5	32.4	22.1	186.2	74.4	248.1	164	21	15	8.23	101.1162697096763	143	92.5	0.041	0.0398	0.0464	0.959	0.9602	0.9536	0	0	0	9	9	9	57	79	85	G
a15	0.7182	0.2818	0	81	115.4	23.7	166.8	211.4	356.1	168.5	10.9	37	344.5	392.1	158	58	68	56.5	70.71067811865476	100	108	0.1712	0.0354	0.2034	0.8288	0.9646	0.7966	0	0	0	41	8	51	59	4	47	G
a3	0.7908	0.2092	0	57	146.6	25.5	50.3	278	317.3	36.5	23.8	181.3	65.5	269.4	189	67	50	19.2	86.2670273047588	122	128	0.0594	0.041	0.0398	0.9406	0.959	0.9602	0	0	0	15	9	9	53	57	79	G
a15	0.8848	0.1152	0	80	210.3	20.2	5.1	403.4	427.5	179.5	35.6	177.7	337.8	501.9	134	19	25	16.45	81.31727983645297	115	76.5	0.2818	0.1712	0.0354	0.7182	0.8288	0.9646	0	0	0	68	41	8	81	59	4	G
a3	0.91	0.09	0	83	42.7	1.5	140.6	84.8	224.3	146.1	29.4	156	312.9	488.7	161	61	19	14.76	70.71067811865476	100	111	0.2092	0.0594	0.041	0.7908	0.9406	0.959	0	0	0	50	15	9	57	53	57	G
a15	0.934	0.066	0	48	23.7	191.8	184.9	195	237.6	261.7	11.9	47.2	521.1	563.4	88	51	15	12.14	26.16295090390226	37	69.5	0.1152	0.2818	0.1712	0.8848	0.7182	0.8288	0	0	0	25	68	41	80	81	59	G
a3	0.9314	0.0686	0	43	168.7	1.7	31.7	335.7	369.2	28.4	166.9	137.6	221.1	251.2	124	26	14	8.12	69.29646455628166	98	75	0.09	0.2092	0.0594	0.91	0.7908	0.9406	0	0	0	19	50	15	83	57	53	G
a15	0.928	0.072	0	47	231.3	147.5	224.4	374.2	501.2	38	182	28.1	257.7	424.1	159	81	15	9.54	55.154328932550705	78	120	0.066	0.1152	0.2818	0.934	0.8848	0.7182	0	0	0	15	25	68	48	80	81	G
a3	0.9396	0.0604	0	38	20.1	83.7	86.9	101.3	104.7	87.7	166.2	85.8	252.4	420.9	159	68	13	2.12	64.34671708797582	91	113.5	0.0686	0.09	0.2092	0.9314	0.91	0.7908	0	0	0	14	19	50	43	83	57	G
a3	0.7752	0.2248	0	57	21.7	10.6	77.5	53.7	134.6	178.3	164	180.8	210.1	231.2	185	87	51	38.58	69.29646455628166	98	136	0.0604	0.0686	0.09	0.9396	0.9314	0.91	0	0	0	13	14	19	38	43	83	G
a15	0.7658	0.2342	0	75	8	155.5	16.8	167.9	339.4	40.4	208.2	204.5	220.3	258.9	122	27	55	34.04	67.17514421272202	95	74.5	0.072	0.066	0.1152	0.928	0.934	0.8848	0	0	0	15	15	25	47	48	80	G
a15	0.8824	0.1176	0	91	185.1	194.8	15.6	198.1	394.7	234.9	181.8	47.9	339.7	506.7	142	33	28	18.22	77.07463914933368	109	87.5	0.2342	0.072	0.066	0.7658	0.928	0.934	0	0	0	55	15	15	75	47	48	G
a3	0.9044	0.0956	0	67	177.5	208.2	35.1	286.5	482.2	14	26.7	32.9	46.8	77.5	70	13	21	12.72	40.30508652763321	57	41.5	0.2248	0.0604	0.0686	0.7752	0.9396	0.9314	0	0	0	51	13	14	57	38	43	G
a3	0.9074	0.0926	0	83	35	32.3	163.8	40.2	213.8	31.4	43	227.9	105.8	340.7	68	147	21	3.99	55.86143571373726	79	107.5	0.0956	0.2248	0.0604	0.9044	0.7752	0.9396	0	0	0	21	51	13	67	57	38	G
a15	0.939	0.061	0	99	193.2	43.4	33.8	362.1	371.9	6.1	15.4	169.4	27.5	199.9	124	8	14	3.81	82.02438661763951	116	66	0.1176	0.2342	0.072	0.8824	0.7658	0.928	0	0	0	28	55	15	91	75	47	G
a3	0.7982	0.2018	0	11	192.7	206.6	35.4	231.3	411.2	43.5	46.9	167.4	46.9	201.6	135	30	52	34.37	74.24621202458749	105	82.5	0.0926	0.0956	0.2248	0.9074	0.9044	0.7752	0	0	0	21	21	51	83	67	57	R
a15	0.9472	0.0528	0	91	45.9	33.5	167.3	124.9	298.6	168	189.2	25.4	189.5	382.2	135	21	12	2.78	80.61017305526642	114	78	0.061	0.1176	0.2342	0.939	0.8824	0.7658	0	0	0	14	28	55	99	91	75	G
a15	0.9576	0.0424	0	55	6.1	194.5	48.8	199.3	368.1	21.5	169.1	23.9	193.8	362.3	127	31	8	3.82	67.88225099390856	96	79	0.0528	0.061	0.1176	0.9472	0.939	0.8824	0	0	0	12	14	28	91	99	91	G
a15	0.9516	0.0484	0	70	169.2	191.8	62.5	212.2	426.4	32.2	237.1	77.9	250.8	423.2	124	18	12	4.73	74.95331880577403	106	71	0.0424	0.0528	0.061	0.9576	0.9472	0.939	0	0	0	8	12	14	55	91	99	G
a15	0.8006	0.1994	0	63	60.9	195.8	53.2	259.9	449.8	206.4	6.1	44.5	418.3	467.2	148	57	46	33	64.34671708797582	91	102.5	0.0484	0.0424	0.0528	0.9516	0.9576	0.9472	0	0	0	12	8	12	70	55	91	R
a15	0.9482	0.0518	0	11	82.4	86.2	64.4	89.7	113.4	51.2	186.6	70.8	206.3	371.1	20	20	12	15.46	0	0	20	0.1994	0.0484	0.0424	0.8006	0.9516	0.9576	0	0	0	46	12	8	63	70	55	R
a3	0.2258	0.0376	0.7366	0	176.3	57.9	3.8	332.3	389.8	173.6	172.5	166.5	181.1	189.2	42	0	9	2.35	29.69848480983499	42	21	0.2018	0.0926	0.0956	0.7982	0.9074	0.9044	0	0	0	52	21	21	11	83	67	R
a15	0.9726	0.0274	0	0	10.7	209.3	82.2	213.9	396.6	60.7	10	190.6	130.9	330.6	35	6	6	9.36	20.506096654409877	29	20.5	0.0518	0.1994	0.0484	0.9482	0.8006	0.9516	0	0	0	12	46	12	11	63	70	R
a15	0.9894	0.0106	0	0	72.3	45.6	56.9	107.5	119.2	173.6	79.8	45	334.2	371.7	12	0	3	4.14	8.48528137423857	12	6	0.0274	0.0518	0.1994	0.9726	0.9482	0.8006	0	0	0	6	12	46	0	11	63	R
a15	0.9842	0.0158	0	37	168.4	5.8	167.3	341.1	512.8	169.4	7.1	167	343.6	515.2	26	3	4	1.28	16.263455967290593	23	14.5	0.0106	0.0274	0.0518	0.9894	0.9726	0.9482	0	0	0	3	6	12	0	0	11	R
a3	0	0	1	33	169.6	34	1.7	313.2	346.3	2	87.9	75.9	91.9	105.1	23	129	0	3.12	74.95331880577403	106	76	0.0376	0.2018	0.0926	0.2258	0.7982	0.9074	0.7366	0	0	9	52	21	0	11	83	R
a15	0.992	0.008	0	0	75.7	83.7	1.5	88.3	171.6	170.1	172.5	172.1	178.9	180.9	44	4	2	0.62	28.284271247461906	40	24	0.0158	0.0106	0.0274	0.9842	0.9894	0.9726	0	0	0	4	3	6	37	0	0	R
a3	0.0024	0.0054	0.992	0	40	62.1	3.6	83.3	146.6	170.7	4	170.9	338.3	506.3	96	0	0	4.65	67.88225099390856	96	48	0	0.0376	0.2018	0	0.2258	0.7982	1	0.7366	0	0	9	52	33	0	11	R
a15	0.9562	0.0438	0	49	165.4	47	167	336.8	509.3	173.2	8.1	52.9	348.6	409.1	10	131	10	3.48	85.55992052357225	121	70.5	0.008	0.0158	0.0106	0.992	0.9842	0.9894	0	0	0	2	4	3	0	37	0	G
