Anim	Standing	Active	Lying	%HeadDown	DFL1	DFL2	DFL3	DFA12	DFA123	DBL1	DBL2	DBL3	DBA12	DBA123	X_Act	Y_Act	Steps	distance(m)	VarXY	DiffXY	MeanXY	prev_Active1	prev_Active2	prev_Active3	prev_Standing1	prev_Standing2	prev_Standing3	prev_Lying1	prev_Lying2	prev_Lying3	prev_steps1	prev_steps2	prev_steps3	prev_headdown1	prev_headdown2	prev_headdown3	Activity
a13	0.6648	0.3352	0	38.7	10.2	18.9	63.2	38	82.4	32.9	44.1	29.2	66.6	81.7	19	155	16	32.91	96.16652224137046	136	87	0.5926	0.5424	0.4962	0.4074	0.4576	0.5038	0	0	0	29	29	26	35.3	44	54	G
a9	0.8376	0.1624	0	73.3	14.2	23.6	34.9	50.4	72.9	44.8	36.7	14.2	78.9	101.8	36	38	8	44.79	1.4142135623730951	2	37	0.4004	0.4104	0.4836	0.5996	0.5896	0.5164	0	0	0	20	20	25	88	70.7	79.3	GM
a12	0.9438	0.0562	0	72	8.3	22.6	53.2	24.1	68	54.2	64.3	49.2	89.4	111.8	23	134	3	54.18	78.48885271170677	111	78.5	0.3792	0.3322	0.3338	0.6208	0.6678	0.6662	0	0	0	19	17	18	85.3	84.7	73.3	GM
a13	0.8204	0.1796	0	95.3	27.8	72.1	11.8	72.2	139.8	10.2	43	50.3	43.1	76.8	12	6	9	10.21	4.242640687119285	6	9	0.3352	0.5926	0.5424	0.6648	0.4074	0.4576	0	0	0	16	29	29	38.7	35.3	44	GM
a9	0.4806	0.5194	0	86	36.2	49.1	14.5	58.7	100.8	14.2	56.2	50.9	59	93.1	15	4	26	14.22	7.7781745930520225	11	9.5	0.1624	0.4004	0.4104	0.8376	0.5996	0.5896	0	0	0	8	20	20	73.3	88	70.7	G
a12	0.8366	0.1634	0	100	15.8	52.7	23.6	59.7	92.8	8.3	47.9	62.1	62.5	97.7	87	128	8	8.34	28.991378028648448	41	107.5	0.0562	0.3792	0.3322	0.9438	0.6208	0.6678	0	0	0	3	19	17	72	85.3	84.7	G
a13	0.4288	0.5712	0	27.3	44.4	25.4	36.1	112	127.1	27.8	18.9	18.4	38	70.9	16	25	26	27.79	6.363961030678928	9	20.5	0.1796	0.3352	0.5926	0.8204	0.6648	0.4074	0	0	0	9	16	29	95.3	38.7	35.3	G
a9	0.5708	0.4292	0	62.7	22.6	36.3	42.3	64.7	70.7	36.2	23.6	21.5	50.4	95.2	22	40	21	36.17	12.727922061357855	18	31	0.5194	0.1624	0.4004	0.4806	0.8376	0.5996	0	0	0	26	8	20	86	73.3	88	GM
a12	0.5902	0.4098	0	95.3	43.9	24.6	26.6	77	92.3	15.8	22.6	32.1	24.1	78.3	169	32	21	15.77	96.873629022557	137	100.5	0.1634	0.0562	0.3792	0.8366	0.9438	0.6208	0	0	0	8	3	19	100	72	85.3	G
a13	0.6172	0.3828	0	40.7	67.6	80.2	79.5	82.6	85.7	44.4	72.1	63.2	72.2	82.4	12	98	19	44.41	60.81118318204309	86	55	0.5712	0.1796	0.3352	0.4288	0.8204	0.6648	0	0	0	26	9	16	27.3	95.3	38.7	G
a9	0.613	0.387	0	90	42.1	47.3	55.1	48.1	56.5	22.6	49.1	34.9	58.7	72.9	40	67	18	22.56	19.091883092036785	27	53.5	0.4292	0.5194	0.1624	0.5708	0.4806	0.8376	0	0	0	21	26	8	62.7	86	73.3	GM
a12	0.6398	0.3602	0	90.7	33.1	48.4	43.7	48.4	54.3	43.9	52.7	53.2	59.7	68	3	157	18	43.9	108.89444430272832	154	80	0.4098	0.1634	0.0562	0.5902	0.8366	0.9438	0	0	0	21	8	3	95.3	100	72	GM
a13	0.6562	0.3438	0	73.3	15.1	16.1	17.3	18.1	22.4	67.6	25.4	11.8	112	139.8	0	79	17	67.59	55.86143571373726	79	39.5	0.3828	0.5712	0.1796	0.6172	0.4288	0.8204	0	0	0	19	26	9	40.7	27.3	95.3	GM
a9	0.8878	0.1122	0	88	6	14.3	21.2	14.4	32	42.1	36.3	14.5	64.7	100.8	10	29	5	42.1	13.435028842544405	19	19.5	0.387	0.4292	0.5194	0.613	0.5708	0.4806	0	0	0	18	21	26	90	62.7	86	GM
a12	0.8996	0.1004	0	95.3	15.3	11.1	16.6	21.2	31.6	33.1	24.6	23.6	77	92.8	9	42	5	33.14	23.33452377915607	33	25.5	0.3602	0.4098	0.1634	0.6398	0.5902	0.8366	0	0	0	18	21	8	90.7	95.3	100	GM
a13	0.8438	0.1562	0	90	3.1	7.3	0.9	7.4	15.5	15.1	80.2	36.1	82.6	127.1	6	10	8	15.06	2.8284271247461903	4	8	0.3438	0.3828	0.5712	0.6562	0.6172	0.4288	0	0	0	17	19	26	73.3	40.7	27.3	GM
a9	0.9292	0.0708	0	98	8.3	18	6.1	25.9	49.8	6	47.3	42.3	48.1	70.7	14	14	4	6.03	0	0	14	0.1122	0.387	0.4292	0.8878	0.613	0.5708	0	0	0	5	18	21	88	90	62.7	G
a12	0.9196	0.0804	0	92.7	5.9	5.7	8.9	16.3	28.8	15.3	48.4	26.6	48.4	92.3	177	28	4	15.29	105.35891039679558	149	102.5	0.1004	0.3602	0.4098	0.8996	0.6398	0.5902	0	0	0	5	18	21	95.3	90.7	95.3	G
a13	0.9412	0.0588	0	99.3	4.3	4	6.2	12.4	21	3.1	16.1	79.5	18.1	85.7	10	2	3	3.09	5.656854249492381	8	6	0.1562	0.3438	0.3828	0.8438	0.6562	0.6172	0	0	0	8	17	19	90	73.3	40.7	G
a9	0.942	0.058	0	94	17.6	10.3	24.1	41.5	55.4	8.3	14.3	55.1	14.4	56.5	2	5	3	8.33	2.1213203435596424	3	3.5	0.0708	0.1122	0.387	0.9292	0.8878	0.613	0	0	0	4	5	18	98	88	90	G
a12	0.9128	0.0872	0	99.3	10.5	12.6	15.5	23	34.5	5.9	11.1	43.7	21.2	54.3	139	6	4	5.88	94.04520189781084	133	72.5	0.0804	0.1004	0.3602	0.9196	0.8996	0.6398	0	0	0	4	5	18	92.7	95.3	90.7	G
a13	0.9228	0.0772	0	100	8.2	4.7	14.4	16.7	26.4	4.3	7.3	17.3	7.4	22.4	8	0	4	4.27	5.656854249492381	8	4	0.0588	0.1562	0.3438	0.9412	0.8438	0.6562	0	0	0	3	8	17	99.3	90	73.3	G
a9	0.9054	0.0946	0	100	23.9	34.1	40.1	37.8	45.9	17.6	18	21.2	25.9	32	0	0	5	17.62	0	0	0	0.058	0.0708	0.1122	0.942	0.9292	0.8878	0	0	0	3	4	5	94	98	88	G
a12	0.925	0.075	0	100	12.5	6.4	9	24	27.6	10.5	5.7	16.6	16.3	31.6	162	3	4	10.45	112.42997820866104	159	82.5	0.0872	0.0804	0.1004	0.9128	0.9196	0.8996	0	0	0	4	4	5	99.3	92.7	95.3	G
a13	0.8462	0.1538	0	90	8.5	16.1	52	18.2	54.8	8.2	4	0.9	12.4	15.5	4	19	7	8.15	10.606601717798211	15	11.5	0.0772	0.0588	0.1562	0.9228	0.9412	0.8438	0	0	0	4	3	8	100	99.3	90	G
a12	0.9756	0.0244	0	98.7	11.5	9.2	30.4	15.1	47.5	12.5	12.6	8.9	23	28.8	89	135	1	12.51	32.526911934581186	46	112	0.075	0.0872	0.0804	0.925	0.9128	0.9196	0	0	0	4	4	4	100	99.3	92.7	G
a9	0.805	0.195	0	100	13.9	21.9	38	22	47.4	23.9	10.3	6.1	41.5	49.8	4	1	10	23.88	2.1213203435596424	3	2.5	0.0946	0.058	0.0708	0.9054	0.942	0.9292	0	0	0	5	3	4	100	94	98	G
a13	0.896	0.104	0	95.3	9.7	46.2	44.3	46.3	66.4	8.5	4.7	6.2	16.7	21	2	12	5	8.53	7.0710678118654755	10	7	0.1538	0.0772	0.0588	0.8462	0.9228	0.9412	0	0	0	7	4	3	90	100	99.3	G
a9	0.7948	0.2052	0	94.7	8.1	29.6	36	33.4	42.1	13.9	34.1	24.1	37.8	55.4	18	10	10	13.94	5.656854249492381	8	14	0.195	0.0946	0.058	0.805	0.9054	0.942	0	0	0	10	5	3	100	100	94	G
a12	0.9386	0.0614	0	100	3.5	30.5	47.3	36	56.7	11.5	6.4	15.5	24	34.5	153	0	3	11.52	108.18733752154178	153	76.5	0.0244	0.075	0.0872	0.9756	0.925	0.9128	0	0	0	1	4	4	98.7	100	99.3	G
a13	0.7168	0.2832	0	74	36.6	35.4	39.3	56.6	89.6	9.7	16.1	14.4	18.2	26.4	14	15	13	9.71	0.7071067811865476	1	14.5	0.104	0.1538	0.0772	0.896	0.8462	0.9228	0	0	0	5	7	4	95.3	90	100	G
a9	0.632	0.368	0	53.3	25.3	32.9	30.1	34	62.2	8.1	21.9	40.1	22	45.9	38	52	17	8.08	9.899494936611664	14	45	0.2052	0.195	0.0946	0.7948	0.805	0.9054	0	0	0	10	10	5	94.7	100	100	G
a12	0.78	0.22	0	100	32.4	50.1	41	53.2	87.6	3.5	9.2	9	15.1	27.6	85	129	12	3.54	31.11269837220809	44	107	0.0614	0.0244	0.075	0.9386	0.9756	0.925	0	0	0	3	1	4	100	98.7	100	G
a9	0.5508	0.4492	0	74.7	8.7	21.4	24.1	36.8	39.6	25.3	29.6	38	33.4	47.4	34	79	22	25.35	31.81980515339464	45	56.5	0.368	0.2052	0.195	0.632	0.7948	0.805	0	0	0	17	10	10	53.3	94.7	100	G
a13	0.5476	0.4524	0	24.7	20.1	13.2	26.2	53.1	69.3	36.6	46.2	52	46.3	54.8	20	52	22	36.55	22.62741699796952	32	36	0.2832	0.104	0.1538	0.7168	0.896	0.8462	0	0	0	13	5	7	74	95.3	90	GM
a12	0.5866	0.4134	0	95.3	20.7	19.2	30.9	55.1	67.1	32.4	30.5	30.4	36	47.5	152	26	21	32.45	89.09545442950498	126	89	0.22	0.0614	0.0244	0.78	0.9386	0.9756	0	0	0	12	3	1	100	100	98.7	G
a13	0.5706	0.4294	0	63.3	33	42.5	43.2	49.2	81.9	20.1	35.4	44.3	56.6	66.4	4	88	21	20.1	59.39696961966999	84	46	0.4524	0.2832	0.104	0.5476	0.7168	0.896	0	0	0	22	13	5	24.7	74	95.3	GM
a9	0.6756	0.3244	0	91.3	28.1	30.9	40.7	30.9	67.4	8.7	32.9	36	34	42.1	12	38	16	8.68	18.384776310850235	26	25	0.4492	0.368	0.2052	0.5508	0.632	0.7948	0	0	0	22	17	10	74.7	53.3	94.7	GM
a12	0.5886	0.4114	0	87.3	34.4	43.3	42.2	46.3	67.7	20.7	50.1	47.3	53.2	56.7	233	72	21	20.75	113.84419177103416	161	152.5	0.4134	0.22	0.0614	0.5866	0.78	0.9386	0	0	0	21	12	3	95.3	100	100	GM
a13	0.527	0.473	0	42	16.2	41.9	56.9	49	68.7	33	13.2	39.3	53.1	89.6	40	42	23	32.96	1.4142135623730951	2	41	0.4294	0.4524	0.2832	0.5706	0.5476	0.7168	0	0	0	21	22	13	63.3	24.7	74	GM
a9	0.535	0.465	0	82	2.8	35.7	54	39.3	57.8	28.1	21.4	30.1	36.8	62.2	11	38	23	28.15	19.091883092036785	27	24.5	0.3244	0.4492	0.368	0.6756	0.5508	0.632	0	0	0	16	22	17	91.3	74.7	53.3	GM
a12	0.7206	0.2794	0	92.7	12	13.7	37.1	33.3	57	34.4	19.2	41	55.1	87.6	227	62	13	34.36	116.67261889578036	165	144.5	0.4114	0.4134	0.22	0.5886	0.5866	0.78	0	0	0	21	21	12	87.3	95.3	100	GM
a13	0.6238	0.3762	0	26	32.7	43.7	44.4	52.5	55.7	16.2	42.5	26.2	49.2	69.3	14	37	17	16.23	16.263455967290593	23	25.5	0.473	0.4294	0.4524	0.527	0.5706	0.5476	0	0	0	23	21	22	42	63.3	24.7	GM
a9	0.6584	0.3416	0	71.3	36.5	54.6	57	55.1	66.7	2.8	30.9	24.1	30.9	39.6	72	82	18	2.76	7.0710678118654755	10	77	0.465	0.3244	0.4492	0.535	0.6756	0.5508	0	0	0	23	16	22	82	91.3	74.7	GM
a12	0.8154	0.1846	0	84.7	21.4	44.5	42.7	45	50.5	12	43.3	30.9	46.3	67.1	215	74	9	11.97	99.7020561473032	141	144.5	0.2794	0.4114	0.4134	0.7206	0.5886	0.5866	0	0	0	13	21	21	92.7	87.3	95.3	GM
a13	0.7518	0.2482	0	63.3	19.8	18.2	18.5	23	30.6	32.7	41.9	43.2	49	81.9	12	24	12	32.73	8.48528137423857	12	18	0.3762	0.473	0.4294	0.6238	0.527	0.5706	0	0	0	17	23	21	26	42	63.3	GM
a9	0.7974	0.2026	0	82.7	18.6	24.7	17.1	30.2	43.9	36.5	35.7	40.7	39.3	67.4	34	38	9	36.5	2.8284271247461903	4	36	0.3416	0.465	0.3244	0.6584	0.535	0.6756	0	0	0	18	23	16	71.3	82	91.3	G
a12	0.802	0.198	0	96	23.7	23	24.4	29.2	41.3	21.4	13.7	42.2	33.3	67.7	177	28	10	21.36	105.35891039679558	149	102.5	0.1846	0.2794	0.4114	0.8154	0.7206	0.5886	0	0	0	9	13	21	84.7	92.7	87.3	G
a13	0.805	0.195	0	85.3	3.2	5.4	13.9	10.8	19.7	19.8	43.7	56.9	52.5	68.7	10	28	10	19.78	12.727922061357855	18	19	0.2482	0.3762	0.473	0.7518	0.6238	0.527	0	0	0	12	17	23	63.3	26	42	GM
a12	0.9334	0.0666	0	98	5.5	17.6	21.3	17.6	21.9	23.7	44.5	37.1	45	57	177	16	4	23.67	113.84419177103416	161	96.5	0.198	0.1846	0.2794	0.802	0.8154	0.7206	0	0	0	10	9	13	96	84.7	92.7	G
a9	0.9296	0.0704	0	94.7	11.6	2.3	5.2	25.4	32	18.6	54.6	54	55.1	57.8	14	14	3	18.56	0	0	14	0.2026	0.3416	0.465	0.7974	0.6584	0.535	0	0	0	9	18	23	82.7	71.3	82	G
a13	0.9258	0.0742	0	99.3	7.6	15.3	51.7	16.5	53.1	3.2	18.2	44.4	23	55.7	4	3	3	3.19	0.7071067811865476	1	3.5	0.195	0.2482	0.3762	0.805	0.7518	0.6238	0	0	0	10	12	17	85.3	63.3	26	G
a9	0.9464	0.0536	0	100	13.8	8.1	63.6	20.4	79.7	11.6	24.7	57	30.2	66.7	0	0	3	11.63	0	0	0	0.0704	0.2026	0.3416	0.9296	0.7974	0.6584	0	0	0	3	9	18	94.7	82.7	71.3	G
a12	0.895	0.105	0	100	12.2	16	45.3	16.5	51.8	5.5	23	42.7	29.2	50.5	64	0	5	5.48	45.254833995939045	64	32	0.0666	0.198	0.1846	0.9334	0.802	0.8154	0	0	0	4	10	9	98	96	84.7	G
a9	0.9522	0.0478	0	97.3	6.6	61.1	41.6	66	110.7	13.8	2.3	17.1	25.4	43.9	16	4	2	13.76	8.48528137423857	12	10	0.0536	0.0704	0.2026	0.9464	0.9296	0.7974	0	0	0	3	3	9	100	94.7	82.7	G
a12	0.9466	0.0534	0	98.7	4.3	38.8	63.6	39.6	97.9	12.2	17.6	24.4	17.6	41.3	159	12	3	12.16	103.94469683442249	147	85.5	0.105	0.0666	0.198	0.895	0.9334	0.802	0	0	0	5	4	10	100	98	96	G
a13	0.8744	0.1256	0	92	8.9	45.5	47	45.5	95.2	7.6	5.4	18.5	10.8	30.6	10	22	6	7.63	8.48528137423857	12	16	0.0742	0.195	0.2482	0.9258	0.805	0.7518	0	0	0	3	10	12	99.3	85.3	63.3	G
a9	0.5634	0.4366	0	98.7	59.3	45.2	30.1	104.1	149	6.6	8.1	5.2	20.4	32	12	3	22	6.63	6.363961030678928	9	7.5	0.0478	0.0536	0.0704	0.9522	0.9464	0.9296	0	0	0	2	3	3	97.3	100	94.7	G
a13	0.778	0.222	0	74	36.7	43.1	25.2	86.4	110	8.9	15.3	13.9	16.5	19.7	9	27	10	8.85	12.727922061357855	18	18	0.1256	0.0742	0.195	0.8744	0.9258	0.805	0	0	0	6	3	10	92	99.3	85.3	G
a12	0.7372	0.2628	0	99.3	35.3	64.4	34.2	93.6	127.9	4.3	16	21.3	16.5	21.9	171	4	13	4.3	118.08683245815344	167	87.5	0.0534	0.105	0.0666	0.9466	0.895	0.9334	0	0	0	3	5	4	98.7	100	98	G
a13	0.5082	0.4918	0	25.3	49.7	49.1	27.5	73.4	116.1	36.7	45.5	51.7	45.5	53.1	37	52	24	36.66	10.606601717798211	15	44.5	0.222	0.1256	0.0742	0.778	0.8744	0.9258	0	0	0	10	6	3	74	92	99.3	GM
a9	0.5484	0.4516	0	64.7	44.8	33.3	38.6	89.7	123.4	59.3	61.1	63.6	66	79.7	32	27	22	59.34	3.5355339059327378	5	29.5	0.4366	0.0478	0.0536	0.5634	0.9522	0.9464	0	0	0	22	2	3	98.7	97.3	100	G
a12	0.506	0.494	0	97.3	58.3	46.5	49.5	92.5	101.1	35.3	38.8	45.3	39.6	51.8	187	24	26	35.34	115.25840533340724	163	105.5	0.2628	0.0534	0.105	0.7372	0.9466	0.895	0	0	0	13	3	5	99.3	98.7	100	G
a13	0.5484	0.4516	0	48	23.7	55.9	57.1	66.4	100.5	49.7	43.1	47	86.4	95.2	12	47	23	49.7	24.748737341529164	35	29.5	0.4918	0.222	0.1256	0.5082	0.778	0.8744	0	0	0	24	10	6	25.3	74	92	GM
a9	0.7838	0.2162	0	85.3	44.9	11.3	38.4	78.7	114.1	44.8	45.2	41.6	104.1	110.7	44	49	11	44.78	3.5355339059327378	5	46.5	0.4516	0.4366	0.0478	0.5484	0.5634	0.9522	0	0	0	22	22	2	64.7	98.7	97.3	GM
a12	0.7418	0.2582	0	90.7	34.2	42.5	47	42.8	47.5	58.3	64.4	63.6	93.6	97.9	18	33	13	58.3	10.606601717798211	15	25.5	0.494	0.2628	0.0534	0.506	0.7372	0.9466	0	0	0	26	13	3	97.3	99.3	98.7	GM
a12	0.9122	0.0878	0	99.3	8.5	12.8	14.3	13.3	17.6	34.2	46.5	34.2	92.5	127.9	216	9	4	34.23	146.37110370561533	207	112.5	0.2582	0.494	0.2628	0.7418	0.506	0.7372	0	0	0	13	26	13	90.7	97.3	99.3	G
a13	0.8142	0.1858	0	69.3	42.7	58.1	38.9	76.8	113.5	23.7	49.1	25.2	73.4	110	3	28	9	23.65	17.67766952966369	25	15.5	0.4516	0.4918	0.222	0.5484	0.5082	0.778	0	0	0	23	24	10	48	25.3	74	GM
a12	0.9696	0.0304	0	100	4.7	5.9	11.5	9.1	21.2	8.5	42.5	49.5	42.8	101.1	182	2	1	8.53	127.27922061357856	180	92	0.0878	0.2582	0.494	0.9122	0.7418	0.506	0	0	0	4	13	26	99.3	90.7	97.3	G
a12	0.9392	0.0608	0	100	4.4	8	9.8	16.5	18.7	4.7	12.8	47	13.3	47.5	142	0	3	4.74	100.40916292848976	142	71	0.0304	0.0878	0.2582	0.9696	0.9122	0.7418	0	0	0	1	4	13	100	99.3	90.7	G
a12	0.9042	0.0958	0	100	12.1	14	35.2	14.4	50.7	4.4	5.9	14.3	9.1	17.6	132	2	4	4.37	91.92388155425118	130	67	0.0608	0.0304	0.0878	0.9392	0.9696	0.9122	0	0	0	3	1	4	100	100	99.3	G
a12	0.9052	0.0948	0	99.3	2.2	37	64.8	38.6	86.3	12.1	8	11.5	16.5	21.2	177	4	4	12.13	122.32947314527271	173	90.5	0.0958	0.0608	0.0304	0.9042	0.9392	0.9696	0	0	0	4	3	1	100	100	100	G
a12	0.8992	0.1008	0	99.3	36.4	62.9	51.6	84.1	109.2	2.2	14	9.8	14.4	18.7	144	2	5	2.23	100.40916292848976	142	73	0.0948	0.0958	0.0608	0.9052	0.9042	0.9392	0	0	0	4	4	3	99.3	100	100	G
a5	0.6645	0.3355	0	63.3	37.5	33.1	28.9	107.7	118.5	18	39.7	48	40.9	52.5	33	68	18	82.47	24.748737341529164	35	50.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GM
a5	0.676	0.324	0	78.7	70.2	66.4	25	80.9	122.4	37.5	30.8	25.9	55.5	78.4	58	105	17	37.54	33.23401871576773	47	81.5	0.3355	0	0	0.6645	0	0	0	0	0	18	0	0	63.3	0	0	GM
a5	0.5604	0.4396	0	90	10.8	46	76.3	52.3	85.2	70.2	33.1	48.3	107.7	125.7	34	60	23	70.15	18.384776310850235	26	47	0.324	0.3355	0	0.676	0.6645	0	0	0	0	17	18	0	78.7	63.3	0	GM
a5	0.762	0.238	0	98.7	41.5	73.5	76.4	74.4	106.7	10.8	66.4	28.9	80.9	118.5	19	1	12	10.79	12.727922061357855	18	10	0.4396	0.324	0.3355	0.5604	0.676	0.6645	0	0	0	23	17	18	90	78.7	63.3	G
a5	0.7698	0.2302	0	94	32.9	38.7	6.1	65.2	97.9	41.5	46	25	52.3	122.4	60	42	11	41.48	12.727922061357855	18	51	0.238	0.4396	0.324	0.762	0.5604	0.676	0	0	0	12	23	17	98.7	90	78.7	G
a5	0.7088	0.2912	0	86	32.3	29.4	42.3	65	80.4	32.9	73.5	76.3	74.4	85.2	38	35	15	32.89	2.1213203435596424	3	36.5	0.2302	0.238	0.4396	0.7698	0.762	0.5604	0	0	0	11	12	23	94	98.7	90	G
a5	0.7648	0.2352	0	67.3	32.7	47.4	71.2	48.1	73.7	32.3	38.7	76.4	65.2	106.7	50	42	12	32.3	5.656854249492381	8	46	0.2912	0.2302	0.238	0.7088	0.7698	0.762	0	0	0	15	11	12	86	94	98.7	G
a5	0.743	0.257	0	90.7	15.5	38.6	52.4	41	56.2	32.7	29.4	6.1	65	97.9	28	62	12	32.66	24.041630560342615	34	45	0.2352	0.2912	0.2302	0.7648	0.7088	0.7698	0	0	0	12	15	11	67.3	86	94	G
a5	0.8146	0.1854	0	98.7	25.5	40.4	36.9	40.7	44.5	15.5	47.4	42.3	48.1	80.4	32	6	9	15.47	18.384776310850235	26	19	0.257	0.2352	0.2912	0.743	0.7648	0.7088	0	0	0	12	12	15	90.7	67.3	86	G
a5	0.6644	0.3356	0	80.7	15.2	11.9	12.4	18.9	42.6	25.5	38.6	71.2	41	73.7	22	18	18	25.55	2.8284271247461903	4	20	0.1854	0.257	0.2352	0.8146	0.743	0.7648	0	0	0	9	12	12	98.7	90.7	67.3	GM
a5	0.7998	0.2002	0	94.7	3.8	26.3	43.8	27.4	51.5	15.2	40.4	52.4	40.7	56.2	26	19	10	15.16	4.949747468305833	7	22.5	0.3356	0.1854	0.257	0.6644	0.8146	0.743	0	0	0	18	9	12	80.7	98.7	90.7	G
a5	0.8554	0.1446	0	97.3	23.7	42.7	40.2	47.8	50.7	3.8	11.9	36.9	18.9	44.5	18	16	6	3.77	1.4142135623730951	2	17	0.2002	0.3356	0.1854	0.7998	0.6644	0.8146	0	0	0	10	18	9	94.7	80.7	98.7	G
a5	0.68	0.32	0	94.7	24.1	21.2	30	27	60.8	23.7	26.3	12.4	27.4	42.6	9	16	16	23.65	4.949747468305833	7	12.5	0.1446	0.2002	0.3356	0.8554	0.7998	0.6644	0	0	0	6	10	18	97.3	94.7	80.7	G
a5	0.8988	0.1012	0	96	2.9	35.4	40.7	36.7	42	24.1	42.7	43.8	47.8	51.5	28	11	5	24.1	12.020815280171307	17	19.5	0.32	0.1446	0.2002	0.68	0.8554	0.7998	0	0	0	16	6	10	94.7	97.3	94.7	G
a5	0.9028	0.0972	0	100	33.7	39	64	39.1	64.3	2.9	21.2	40.2	27	50.7	48	2	5	2.93	32.526911934581186	46	25	0.1012	0.32	0.1446	0.8988	0.68	0.8554	0	0	0	5	16	6	96	94.7	97.3	G
a5	0.7654	0.2346	0	94	5.3	30.4	69	30.6	77.2	33.7	35.4	30	36.7	60.8	48	15	12	33.73	23.33452377915607	33	31.5	0.0972	0.1012	0.32	0.9028	0.8988	0.68	0	0	0	5	5	16	100	96	94.7	G
a5	0.9208	0.0792	0	99.3	25.3	65.6	1.9	71.9	138.2	5.3	39	40.7	39.1	42	35	2	4	5.32	23.33452377915607	33	18.5	0.2346	0.0972	0.1012	0.7654	0.9028	0.8988	0	0	0	12	5	5	94	100	96	G
a5	0.8412	0.1588	0	100	46.6	25	50.3	112.9	138.4	25.3	30.4	64	30.6	64.3	43	8	8	25.27	24.748737341529164	35	25.5	0.0792	0.2346	0.0972	0.9208	0.7654	0.9028	0	0	0	4	12	5	99.3	94	100	G
a5	0.9126	0.0874	0	100	66.4	87.2	106.4	91.8	113.3	46.6	65.6	69	71.9	77.2	9	0	4	46.58	6.363961030678928	9	4.5	0.1588	0.0792	0.2346	0.8412	0.9208	0.7654	0	0	0	8	4	12	100	99.3	94	G
a5	0.7984	0.2016	0	100	25.5	46.9	47.5	46.9	48.5	66.4	25	1.9	112.9	138.2	32	0	10	66.36	22.62741699796952	32	16	0.0874	0.1588	0.0792	0.9126	0.8412	0.9208	0	0	0	4	8	4	100	100	99.3	G
a5	0.8534	0.1466	0	95.3	21.4	22.1	32.3	23	35.6	25.5	87.2	50.3	91.8	138.4	18	18	7	25.49	0	0	18	0.2016	0.0874	0.1588	0.7984	0.9126	0.8412	0	0	0	10	4	8	100	100	100	G
a5	0.8784	0.1216	0	98.7	1.6	14.1	10.4	14.2	38.7	21.4	46.9	106.4	46.9	113.3	13	5	6	21.41	5.656854249492381	8	9	0.1466	0.2016	0.0874	0.8534	0.7984	0.9126	0	0	0	7	10	4	95.3	100	100	G
a5	0.886	0.114	0	97.3	12.6	11.9	41.8	37.1	73.2	1.6	22.1	47.5	23	48.5	45	6	5	1.58	27.577164466275352	39	25.5	0.1216	0.1466	0.2016	0.8784	0.8534	0.7984	0	0	0	6	7	10	98.7	95.3	100	G
a5	0.8798	0.1202	0	97.3	24.5	50.9	58.5	60.6	68.5	12.6	14.1	32.3	14.2	35.6	30	132	6	12.61	72.12489168102785	102	81	0.114	0.1216	0.1466	0.886	0.8784	0.8534	0	0	0	5	6	7	97.3	98.7	95.3	G
a5	0.8974	0.1026	0	100	36.1	42.2	62.9	44	66	24.5	11.9	10.4	37.1	38.7	13	1	5	24.51	8.48528137423857	12	7	0.1202	0.114	0.1216	0.8798	0.886	0.8784	0	0	0	6	5	6	97.3	97.3	98.7	G
a5	0.7434	0.2566	0	94	8	29.8	43.2	29.9	44	36.1	50.9	41.8	60.6	73.2	50	13	14	36.05	26.16295090390226	37	31.5	0.1026	0.1202	0.114	0.8974	0.8798	0.886	0	0	0	5	6	5	100	97.3	97.3	G
a5	0.9084	0.0916	0	100	21.9	35.6	27.4	36	50.1	8	42.2	58.5	44	68.5	46	1	5	7.97	31.81980515339464	45	23.5	0.2566	0.1026	0.1202	0.7434	0.8974	0.8798	0	0	0	14	5	6	94	100	97.3	G
a5	0.8476	0.1524	0	99.3	14	13	19.4	28.2	49.5	21.9	29.8	62.9	29.9	66	54	8	8	21.95	32.526911934581186	46	31	0.0916	0.2566	0.1026	0.9084	0.7434	0.8974	0	0	0	5	14	5	100	94	100	G
a5	0.8388	0.1612	0	100	14.1	31.7	45.7	35.5	49.4	14	35.6	43.2	36	44	58	2	8	14.04	39.59797974644666	56	30	0.1524	0.0916	0.2566	0.8476	0.9084	0.7434	0	0	0	8	5	14	99.3	100	94	G
a5	0.8018	0.1982	0	98.7	21.4	34.6	61.2	35.3	62.7	14.1	13	27.4	28.2	50.1	26	6	10	14.12	14.142135623730953	20	16	0.1612	0.1524	0.0916	0.8388	0.8476	0.9084	0	0	0	8	8	5	100	99.3	100	G
a5	0.8136	0.1864	0	95.3	14	39.8	43	41.4	44.7	21.4	31.7	19.4	35.5	49.5	46	18	9	21.35	19.79898987322333	28	32	0.1982	0.1612	0.1524	0.8018	0.8388	0.8476	0	0	0	10	8	8	98.7	100	99.3	G
a5	0.8046	0.1954	0	100	27.4	30.3	31.6	30.7	41.4	14	34.6	45.7	35.3	49.4	12	2	10	13.95	7.0710678118654755	10	7	0.1864	0.1982	0.1612	0.8136	0.8018	0.8388	0	0	0	9	10	8	95.3	98.7	100	G
